accession_id	flesh_color	mosaic	maturity	flesh_depth	diam	len	set	plant_habit	PM	ribbing	uniformity	fruit_spot	vig	fruit_color
PI_174823	OR – ORANGE; 4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	45	2.5	28	16	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	4 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	NA
PI_175124	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	55	2	28	24	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_175125	5 – DARK ORANGE; OR – ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	63	3	20	38	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_175126	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	2	28	35	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	1 – GRAY
PI_175701	3 – PALE ORANGE	NA	NA	1.5	32	23	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	NA	NA	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_175703	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	51	1.5	24	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	3 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_176527	4 – MEDIUM ORANGE; OR – ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	40	1	24	14	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	2 – (1 = POOR,  9 = EXCELLENT)	4 – TAN
PI_176528	NA	8 – (1 = SLIGHT,  9 = SEVERE)	41	4	21	20	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_176529	3 – PALE ORANGE	9 – SEVERE	35	3	25	19	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_176530	3 – PALE ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	42	1	23	21	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_176960	OR – ORANGE; 3 – PALE ORANGE	NA	34	3.7	40	22	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA
PI_177365	OR – ORANGE	9 – SEVERE	34	3.5	26	21	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_177367	2 – YELLOW-ORANGE; YE – YELLOW	3 – (1 = SLIGHT,  9 = SEVERE)	42	3	30	20	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_178889	4 – MEDIUM ORANGE	NA	NA	1.5	24	18	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	9 – SEVERE	2 – (1 = SLIGHT,  9 = PRONOUNCED)	NA	NA	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_178891	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	44	4	NA	NA	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA
PI_181751	1 – YELLOW; YE – YELLOW	1 – SLIGHT	42	3	25	21	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA
PI_181877	1 – YELLOW	2 – (1 = SLIGHT,  9 = SEVERE)	42	1	26	18	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA	3 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_181879	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	3.8	25	21	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_182195	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	42	1.5	21	9	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_183679	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	43	2	30	29	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_184745	3 – PALE ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	40	1.5	20	29	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_194268	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	56	2	32	26	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_195929	1 – YELLOW	5 – (1 = SLIGHT,  9 = SEVERE)	NA	2	25	23	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	5 – (1 = SLIGHT,  9 = PRONOUNCED)	NA	NA	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_198672	NA	8 – (1 = SLIGHT,  9 = SEVERE)	39	2.2	18	12	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	9 – SEVERE	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_199031	4 – MEDIUM ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	50	3.5	24	25	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	9 – PRONOUNCED	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_199032	2 – YELLOW-ORANGE	1 – SLIGHT	57	1.5	37	27	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	4 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	1 – GRAY
PI_211989	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	46	3.5	31	25	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_211990	4 – MEDIUM ORANGE; OR – ORANGE	1 – SLIGHT	42	4	30	31	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_211991	3 – PALE ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	43	1.5	28	22	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	3 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_211992	1 – YELLOW	7 – (1 = SLIGHT,  9 = SEVERE)	48	1.5	30	38	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	NA	4 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	3 – ORANGE
PI_211997	3 – PALE ORANGE	NA	49	3.5	38; 40	38; 31	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – YELLOW; 1 – GRAY
PI_212009	4 – MEDIUM ORANGE	9 – SEVERE	40	3.5	17	11	9 – EXCELLENT	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_220861	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	49	3.6	50	33	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_222188	NA	1 – SLIGHT	NA	3	NA	NA	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA
PI_222784	1 – YELLOW	2 – (1 = SLIGHT,  9 = SEVERE)	54	1	27	30	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	NA	7 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	3 – ORANGE
PI_223438	2 – YELLOW-ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	57	2	30	19	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	NA	2 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_224669	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	NA	6.2	18	13	9 – EXCELLENT	NA	5 – (1 = SLIGHT,  9 = SEVERE)	NA	NA	NA	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_224670	5 – DARK ORANGE	1 – SLIGHT	41	6.5	20	13	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	3 – ORANGE
PI_226463	OR – ORANGE; 4 – MEDIUM ORANGE	NA	35	2.5	30	23	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_227361	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	1	24	23	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	4 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_230180	4 – MEDIUM ORANGE	NA	42	4	35	28	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_234608	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	43	3.5	21	12	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_234610	5 – DARK ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	55	3	27	17	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_234612	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	43	6	31	11	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE
PI_245142	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	44	4.5	25	14	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	9 – SEVERE	1 – SLIGHT	3 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_249914	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	4	24	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_265557	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	42	2.5	22	21	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_265558	NA	9 – SEVERE	51	3.5	24	28	9 – EXCELLENT	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_265559	YE – YELLOW; 3 – PALE ORANGE	8 – (1 = SLIGHT,  9 = SEVERE)	39	3.7	27	20	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	9 – SEVERE	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_265561	1 – YELLOW; YE – YELLOW	1 – SLIGHT	NA	3.8	25	28	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	NA	NA	NA	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_302417	OR – ORANGE; 3 – PALE ORANGE	NA	28	2.9	20	13	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	NA	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	3 – ORANGE
PI_318415	5 – DARK ORANGE	9 – SEVERE	48	3	19	15	3 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318416	4 – MEDIUM ORANGE	9 – SEVERE	51	2	18	12	4 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318417	4 – MEDIUM ORANGE; OR – ORANGE	NA	41	3.1	20	12	9 – EXCELLENT	1 – BUSH	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318418	OR – ORANGE; 5 – DARK ORANGE	NA	37	2	15	7	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	5 – GREEN
PI_318419	OR – ORANGE; 3 – PALE ORANGE	NA	39	3.4	19	13	9 – EXCELLENT	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	9 – EXCELLENT	NA	9 – EXCELLENT	3 – ORANGE
PI_318420	3 – PALE ORANGE; OR – ORANGE	NA	39	3.9	22	14	9 – EXCELLENT	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	9 – EXCELLENT	NA	9 – EXCELLENT	3 – ORANGE
PI_318421	BR – BROWN; 4 – MEDIUM ORANGE; OR – ORANGE	NA	31	2.6	18	11	9 – EXCELLENT	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	5 – GREEN
PI_318422	OR – ORANGE; 4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	48	3	20	14	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	8 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318423	YE – YELLOW; 4 – MEDIUM ORANGE	NA	42	3.1	19	10	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	8 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318425	4 – MEDIUM ORANGE; OR – ORANGE	NA	41	2.4	22	15	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318426	3 – PALE ORANGE	NA	46	2.5	21	13	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	NA	7 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318427	3 – PALE ORANGE	NA	40	2.5	19	14	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_318429	OR – ORANGE; 2 – YELLOW-ORANGE	NA	31	3.4	28	18	9 – EXCELLENT	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	3 – ORANGE
PI_318430	4 – MEDIUM ORANGE; OR – ORANGE	9 – SEVERE	40	2.5	19	11	9 – EXCELLENT	2 – VINE	9 – SEVERE	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_318433	OR – ORANGE; 3 – PALE ORANGE	NA	NA	2.8	18	11	9 – EXCELLENT	1 – BUSH	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	5 – GREEN
PI_325133	OR – ORANGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_349347	2 – YELLOW-ORANGE	1 – SLIGHT	NA	2.2	19	21	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_349348	4 – MEDIUM ORANGE	8 – (1 = SLIGHT,  9 = SEVERE)	88	3	18	16	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_349350	5 – DARK ORANGE	1 – SLIGHT	NA	2.8	22	15	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA
PI_357875	5 – DARK ORANGE	9 – SEVERE	63	4	23	28	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357876	NA	5 – (1 = SLIGHT,  9 = SEVERE)	37	0.6	24	26	9 – EXCELLENT	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	9 – EXCELLENT	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357877	5 – DARK ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	38	1.2	29	26	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357880	NA	4 – (1 = SLIGHT,  9 = SEVERE)	39	0.8	38	26	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357881	5 – DARK ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	41	0.7	26	31	1 – POOR	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357882	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	42	4	23	22	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_357887	4 – MEDIUM ORANGE	9 – SEVERE	53	3.5	27	20	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
